Customer_ID,Customer_Name,Gender,Age_Group,Country,Customer_Segment
C2882,Customer 2882,Male,18-25,UK,Regular
C2883,Customer 2883,Female,36-45,USA,New
C2884,Customer 2884,Female,46+,UAE,Premium
C2885,Customer 2885,Female,36-45,India,Regular
C2886,Customer 2886,Male,18-25,Germany,New
C2887,Customer 2887,Male,26-35,India,New
C2888,Customer 2888,Male,26-35,Australia,Premium
C2889,Customer 2889,Male,36-45,Australia,Regular
C2890,Customer 2890,Male,26-35,USA,Premium
C2891,Customer 2891,Male,46+,India,New
C2892,Customer 2892,Female,26-35,Australia,Regular
C2893,Customer 2893,Male,36-45,India,Regular
C2894,Customer 2894,Female,36-45,UAE,New
C2895,Customer 2895,Female,18-25,Germany,New
C2896,Customer 2896,Male,36-45,Germany,Regular
C2897,Customer 2897,Male,36-45,India,Premium
C2898,Customer 2898,Male,36-45,Australia,Regular
C2899,Customer 2899,Female,26-35,UAE,New
C2900,Customer 2900,Male,36-45,UAE,New
C2901,Customer 2901,Male,46+,USA,New
C2902,Customer 2902,Male,18-25,UAE,New
C2903,Customer 2903,Female,36-45,UAE,Premium
C2904,Customer 2904,Female,26-35,USA,New
C2905,Customer 2905,Male,18-25,India,Regular
C2906,Customer 2906,Male,18-25,USA,Premium
C2907,Customer 2907,Female,46+,Australia,Regular
C2908,Customer 2908,Female,26-35,UAE,New
C2909,Customer 2909,Female,36-45,USA,Regular
C2910,Customer 2910,Female,36-45,Australia,New
C2911,Customer 2911,Female,18-25,Germany,Regular
C2912,Customer 2912,Male,46+,Germany,Regular
C2913,Customer 2913,Female,46+,UK,Regular
C2914,Customer 2914,Male,46+,UAE,Premium
C2915,Customer 2915,Female,36-45,Germany,Premium
C2916,Customer 2916,Male,46+,Germany,Regular
C2917,Customer 2917,Female,46+,India,Regular
C2918,Customer 2918,Male,46+,Germany,New
C2919,Customer 2919,Male,18-25,UK,Regular
C2920,Customer 2920,Male,26-35,UAE,New
C2921,Customer 2921,Male,36-45,Australia,New
C2922,Customer 2922,Female,36-45,Australia,New
C2923,Customer 2923,Female,26-35,Australia,Premium
C2924,Customer 2924,Female,36-45,Germany,Premium
C2925,Customer 2925,Male,26-35,UK,Premium
C2926,Customer 2926,Male,46+,India,Regular
C2927,Customer 2927,Male,18-25,UAE,New
C2928,Customer 2928,Female,18-25,UAE,New
C2929,Customer 2929,Female,36-45,Germany,Regular
C2930,Customer 2930,Male,46+,UAE,Regular
C2931,Customer 2931,Female,18-25,UAE,Premium
C2932,Customer 2932,Female,18-25,USA,New
C2933,Customer 2933,Female,26-35,Australia,Regular
C2934,Customer 2934,Female,36-45,Germany,Regular
C2935,Customer 2935,Female,26-35,Australia,Regular
C2936,Customer 2936,Female,18-25,USA,Regular
C2937,Customer 2937,Male,36-45,Germany,Regular
C2938,Customer 2938,Male,18-25,Germany,Regular
C2939,Customer 2939,Male,36-45,UAE,Regular
C2940,Customer 2940,Male,36-45,UAE,Regular
C2941,Customer 2941,Female,36-45,India,New
C2942,Customer 2942,Male,46+,Australia,New
C2943,Customer 2943,Female,26-35,India,Regular
C2944,Customer 2944,Female,36-45,USA,New
C2945,Customer 2945,Female,36-45,Germany,Regular
C2946,Customer 2946,Female,26-35,UK,Regular
C2947,Customer 2947,Female,26-35,Germany,Regular
C2948,Customer 2948,Female,36-45,UK,New
C2949,Customer 2949,Male,46+,Australia,New
C2950,Customer 2950,Male,26-35,USA,Regular
C2951,Customer 2951,Male,36-45,UAE,Regular
C2952,Customer 2952,Female,36-45,India,Regular
C2953,Customer 2953,Male,18-25,Germany,Regular
C2954,Customer 2954,Male,36-45,USA,Premium
C2955,Customer 2955,Female,36-45,USA,New
C2956,Customer 2956,Male,46+,Australia,New
C2957,Customer 2957,Male,18-25,Germany,Regular
C2958,Customer 2958,Male,26-35,UK,New
C2959,Customer 2959,Male,26-35,Germany,Regular
C2960,Customer 2960,Male,36-45,India,Regular
C2961,Customer 2961,Female,36-45,UAE,New
C2962,Customer 2962,Male,18-25,UAE,Regular
C2963,Customer 2963,Female,46+,USA,Regular
C2964,Customer 2964,Male,46+,Germany,Regular
C2965,Customer 2965,Male,46+,Germany,Regular
C2966,Customer 2966,Male,26-35,UAE,Regular
C2967,Customer 2967,Female,36-45,India,Regular
C2968,Customer 2968,Female,46+,UK,Regular
C2969,Customer 2969,Male,36-45,Germany,Regular
C2970,Customer 2970,Male,36-45,USA,New
C2971,Customer 2971,Female,18-25,Australia,Premium
C2972,Customer 2972,Female,46+,India,Premium
C2973,Customer 2973,Male,26-35,Australia,Regular
C2974,Customer 2974,Male,36-45,Australia,Regular
C2975,Customer 2975,Female,26-35,UAE,New
C2976,Customer 2976,Male,46+,UK,Premium
C2977,Customer 2977,Female,36-45,UK,Regular
C2978,Customer 2978,Male,18-25,UK,Premium
C2979,Customer 2979,Female,26-35,UAE,New
C2980,Customer 2980,Male,46+,India,Regular
C2981,Customer 2981,Female,36-45,India,Premium
C2982,Customer 2982,Male,18-25,Germany,Regular
C2983,Customer 2983,Male,18-25,USA,Premium
C2984,Customer 2984,Male,46+,Australia,Premium
C2985,Customer 2985,Female,36-45,Germany,Regular
C2986,Customer 2986,Female,26-35,UAE,Regular
C2987,Customer 2987,Male,26-35,Germany,New
C2988,Customer 2988,Male,36-45,UK,Regular
C2989,Customer 2989,Male,26-35,India,Regular
C2990,Customer 2990,Male,26-35,USA,Premium
C2991,Customer 2991,Female,18-25,Australia,Regular
C2992,Customer 2992,Male,18-25,USA,Regular
C2993,Customer 2993,Female,46+,Germany,Regular
C2994,Customer 2994,Male,18-25,Australia,Regular
C2995,Customer 2995,Female,18-25,India,Regular
C2996,Customer 2996,Female,26-35,UK,Premium
C2997,Customer 2997,Male,46+,Australia,Regular
C2998,Customer 2998,Male,26-35,UK,Regular
C2999,Customer 2999,Male,18-25,India,New
C3000,Customer 3000,Male,18-25,UAE,Regular
